,quad,year,trackID,area,survives,age,distEdgeMin,allEdge,seedling,QuadName,Grazing,Group
296,Q14,34,19,0.25,1,1,10.25950035,0,0,P1 Q4,G,P1
304,Q14,35,19,2.20689766,0,2,10.6201691,0,0,P1 Q4,G,P1
298,Q14,35,20,2.806786824,1,1,4.22E-09,1,0,P1 Q4,G,P1
308,Q14,36,20,1.292729637,1,2,2.35E-08,1,0,P1 Q4,G,P1
312,Q14,37,20,5.057398825,1,3,-2.01E-08,1,0,P1 Q4,G,P1
321,Q14,38,20,6.015363055,1,4,-1.29E-08,1,0,P1 Q4,G,P1
373,Q14,39,20,11.67723404,1,5,0.2096316,1,0,P1 Q4,G,P1
383,Q14,40,20,15.0520054,1,6,0.37350973,1,0,P1 Q4,G,P1
396,Q14,41,20,0.25,1,7,0.017026126,1,0,P1 Q4,G,P1
406,Q14,45,20,8.154563263,1,11,1.72E-08,1,0,P1 Q4,G,P1
413,Q14,46,20,20.04383964,1,12,-1.61E-09,1,0,P1 Q4,G,P1
300,Q14,35,21,4.635659862,1,1,4.22E-09,1,0,P1 Q4,G,P1
306,Q14,36,21,13.52935765,0,2,2.35E-08,1,0,P1 Q4,G,P1
299,Q14,35,22,9.709693797,0,1,4.22E-09,1,0,P1 Q4,G,P1
305,Q14,35,23,0.25,0,1,16.4691863,0,0,P1 Q4,G,P1
310,Q14,36,24,0.25,0,1,11.1482902,0,1,P1 Q4,G,P1
315,Q14,37,25,0.25,0,1,27.21932224,0,1,P1 Q4,G,P1
357,Q14,38,26,0.25,0,1,0.85060347,1,1,P1 Q4,G,P1
352,Q14,38,27,0.25,0,1,0.538585501,1,1,P1 Q4,G,P1
353,Q14,38,28,0.25,0,1,0.592202689,1,1,P1 Q4,G,P1
348,Q14,38,29,0.25,0,1,14.36558395,0,1,P1 Q4,G,P1
340,Q14,38,30,0.25,0,1,3.012444878,1,1,P1 Q4,G,P1
356,Q14,38,31,0.25,0,1,4.349666755,1,1,P1 Q4,G,P1
339,Q14,38,32,0.25,0,1,5.374869881,0,1,P1 Q4,G,P1
330,Q14,38,33,0.25,1,1,7.157831601,0,1,P1 Q4,G,P1
377,Q14,39,33,51.40378402,1,2,2.61E-09,0,0,P1 Q4,G,P1
384,Q14,40,33,61.4402419,1,3,-9.02E-09,0,0,P1 Q4,G,P1
397,Q14,41,33,68.67704422,1,4,1.92E-08,0,0,P1 Q4,G,P1
400,Q14,45,33,14.12214496,1,8,2.28E-08,1,0,P1 Q4,G,P1
412,Q14,46,33,19.02168603,0,9,-1.61E-09,1,0,P1 Q4,G,P1
332,Q14,38,34,0.25,0,1,10.90205192,0,1,P1 Q4,G,P1
324,Q14,38,35,0.25,0,1,14.47701911,0,1,P1 Q4,G,P1
338,Q14,38,36,0.25,0,1,14.2541488,0,1,P1 Q4,G,P1
336,Q14,38,37,0.25,0,1,15.80519723,0,1,P1 Q4,G,P1
317,Q14,38,38,0.25,0,1,22.49130505,0,1,P1 Q4,G,P1
323,Q14,38,39,0.25,0,1,10.91109489,0,1,P1 Q4,G,P1
322,Q14,38,40,0.25,0,1,13.27351989,0,1,P1 Q4,G,P1
318,Q14,38,41,0.25,0,1,12.24831676,0,1,P1 Q4,G,P1
319,Q14,38,42,0.25,0,1,10.9556691,0,1,P1 Q4,G,P1
343,Q14,38,43,0.25,0,1,43.44110898,0,1,P1 Q4,G,P1
355,Q14,38,44,0.25,0,1,36.73604022,0,1,P1 Q4,G,P1
334,Q14,38,45,0.25,0,1,17.00869724,0,1,P1 Q4,G,P1
349,Q14,38,46,0.25,0,1,1.898094096,1,1,P1 Q4,G,P1
333,Q14,38,47,0.25,0,1,2.347160503,1,1,P1 Q4,G,P1
342,Q14,38,48,0.25,0,1,1.009939408,1,1,P1 Q4,G,P1
354,Q14,38,49,0.175506813,0,1,0,1,1,P1 Q4,G,P1
347,Q14,38,50,0.25,0,1,7.205732382,0,1,P1 Q4,G,P1
344,Q14,38,51,0.25,0,1,5.467344099,0,1,P1 Q4,G,P1
346,Q14,38,52,0.25,0,1,15.18448708,0,1,P1 Q4,G,P1
345,Q14,38,53,0.25,0,1,0.220850344,1,1,P1 Q4,G,P1
335,Q14,38,54,0.25,0,1,6.171485506,0,1,P1 Q4,G,P1
337,Q14,38,55,0.25,0,1,18.96423786,0,1,P1 Q4,G,P1
320,Q14,38,56,0.25,0,1,29.61743631,0,1,P1 Q4,G,P1
351,Q14,38,57,0.25,0,1,30.06317693,0,1,P1 Q4,G,P1
327,Q14,38,58,0.25,0,1,26.36353084,0,1,P1 Q4,G,P1
325,Q14,38,59,0.25,0,1,8.935076915,0,1,P1 Q4,G,P1
350,Q14,38,60,0.25,0,1,10.76261285,0,1,P1 Q4,G,P1
329,Q14,38,61,0.25,0,1,12.59014879,0,1,P1 Q4,G,P1
341,Q14,38,62,0.25,0,1,29.82373631,0,1,P1 Q4,G,P1
363,Q14,39,63,0.25,0,1,1.433832377,1,1,P1 Q4,G,P1
381,Q14,39,64,0.25,1,1,13.42674645,0,1,P1 Q4,G,P1
386,Q14,40,64,0.25,1,2,13.18562536,0,0,P1 Q4,G,P1
395,Q14,41,64,10.96576995,0,3,11.69248239,0,0,P1 Q4,G,P1
376,Q14,39,65,0.25,0,1,7.237126914,0,1,P1 Q4,G,P1
382,Q14,39,66,0.25,0,1,10.73399801,0,1,P1 Q4,G,P1
371,Q14,39,67,0.25,0,1,14.71655114,0,1,P1 Q4,G,P1
375,Q14,39,68,0.25,0,1,11.18656129,0,1,P1 Q4,G,P1
374,Q14,39,69,0.25,0,1,18.0652027,0,1,P1 Q4,G,P1
366,Q14,39,70,0.25,0,1,1.863454252,1,1,P1 Q4,G,P1
364,Q14,39,71,0.186089235,0,1,0,1,1,P1 Q4,G,P1
362,Q14,39,72,0.25,0,1,15.07828786,0,1,P1 Q4,G,P1
360,Q14,39,73,0.25,0,1,1.456148002,1,1,P1 Q4,G,P1
361,Q14,39,74,0.25,0,1,2.553612847,1,1,P1 Q4,G,P1
358,Q14,39,75,0.25,0,1,17.46473317,0,1,P1 Q4,G,P1
359,Q14,39,76,0.25,0,1,16.5822363,0,1,P1 Q4,G,P1
378,Q14,39,77,0.25,0,1,17.3968488,0,1,P1 Q4,G,P1
380,Q14,39,78,0.25,0,1,12.87122145,0,1,P1 Q4,G,P1
365,Q14,39,79,0.25,0,1,9.974819104,0,1,P1 Q4,G,P1
370,Q14,39,80,0.25,0,1,26.78752693,0,1,P1 Q4,G,P1
372,Q14,39,81,0.25,0,1,1.614034721,1,1,P1 Q4,G,P1
367,Q14,39,82,0.25,0,1,0.414743313,1,1,P1 Q4,G,P1
387,Q14,40,83,0.25,0,1,13.91125192,0,1,P1 Q4,G,P1
389,Q14,40,84,0.25,0,1,10.76769879,0,1,P1 Q4,G,P1
385,Q14,40,85,0.25,0,1,47.84810273,0,1,P1 Q4,G,P1
392,Q14,41,86,0.25,0,1,18.90295896,0,1,P1 Q4,G,P1
394,Q14,41,87,0.25,0,1,17.69737849,0,1,P1 Q4,G,P1
401,Q14,45,94,0.25,0,1,12.63237614,0,1,P1 Q4,G,P1
409,Q14,45,95,0.25,0,1,4.554465974,0,1,P1 Q4,G,P1
403,Q14,45,96,0.25,0,1,14.77104489,0,1,P1 Q4,G,P1
402,Q14,45,97,0.25,0,1,13.49964801,0,0,P1 Q4,G,P1
399,Q14,45,98,0.25,0,1,1.207289408,1,0,P1 Q4,G,P1
408,Q14,45,99,0.25,0,1,22.9527113,0,1,P1 Q4,G,P1
404,Q14,45,100,0.25,0,1,9.476588634,0,1,P1 Q4,G,P1
410,Q14,45,101,0.25,0,1,9.567402697,0,1,P1 Q4,G,P1
416,Q14,49,102,0.138585719,0,1,0,1,1,P1 Q4,G,P1
420,Q14,56,120,0.299441674,1,1,35.48978005,0,0,P1 Q4,G,P1
419,Q14,56,121,60.77913736,1,1,16.59400427,0,0,P1 Q4,G,P1
418,Q14,56,122,36.93015283,1,1,5.61453552,0,0,P1 Q4,G,P1
421,Q14,56,123,0.25,0,1,33.1402535,0,1,P1 Q4,G,P1
422,Q15,30,17,26.23095,1,1,1.747668837,0,0,P2 Q1,G,P2
432,Q15,31,17,81.3418,1,2,0.229135646,0,0,P2 Q1,G,P2
443,Q15,34,17,8.6676,1,5,1.921470894,0,0,P2 Q1,G,P2
429,Q15,30,18,6.55295,1,1,25.65766884,0,0,P2 Q1,G,P2
433,Q15,31,18,10.3018,1,2,28.37913565,0,0,P2 Q1,G,P2
444,Q15,34,18,26.15285,1,5,25.12147089,0,0,P2 Q1,G,P2
428,Q15,30,19,13.04955,1,1,12.79766884,0,0,P2 Q1,G,P2
430,Q15,31,19,42.87215,1,2,12.75913565,0,0,P2 Q1,G,P2
451,Q15,34,19,112.12735,1,5,6.241470894,0,0,P2 Q1,G,P2
427,Q15,30,20,124.8759,1,1,27.36,0,0,P2 Q1,G,P2
437,Q15,31,20,154.35965,1,2,25.42434528,0,0,P2 Q1,G,P2
446,Q15,34,20,200.76725,1,5,22.5,0,0,P2 Q1,G,P2
424,Q15,30,21,25.6237,1,1,8.97,0,0,P2 Q1,G,P2
434,Q15,31,21,39.21265,1,2,6.115654717,0,0,P2 Q1,G,P2
442,Q15,34,21,74.7046,1,5,6.13,0,0,P2 Q1,G,P2
425,Q15,30,22,5.3142,1,1,10.27233116,0,0,P2 Q1,G,P2
439,Q15,31,22,14.7975,1,2,7.290864354,0,0,P2 Q1,G,P2
447,Q15,34,22,35.7922,1,5,6.638529106,0,0,P2 Q1,G,P2
423,Q15,30,23,407.6456,1,1,0.002331163,0,0,P2 Q1,G,P2
438,Q15,31,23,277.1644344,1,2,0,0,0,P2 Q1,G,P2
445,Q15,34,23,344.9966716,1,5,-2.84E-14,0,0,P2 Q1,G,P2
426,Q15,30,24,10.20635,1,1,1.59,0,0,P2 Q1,G,P2
440,Q15,31,24,19.28606224,1,2,-5.55E-15,0,0,P2 Q1,G,P2
450,Q15,34,24,59.6683,1,5,1.94,0,0,P2 Q1,G,P2
441,Q15,31,25,2.9857,1,1,12.76434528,0,0,P2 Q1,G,P2
449,Q15,34,25,8.72695,1,4,11.55,0,0,P2 Q1,G,P2
431,Q15,31,26,3.83805,0,1,3.190864354,0,0,P2 Q1,G,P2
435,Q15,31,27,3.5832,0,1,1.460864354,1,0,P2 Q1,G,P2
436,Q15,31,28,2.28365,1,1,7.794345283,0,0,P2 Q1,G,P2
448,Q15,34,28,14.5621,1,4,1.38,0,0,P2 Q1,G,P2
460,Q15,56,46,7.2192,0,1,0.062328331,1,0,P2 Q1,G,P2
459,Q15,56,47,476.36255,1,1,0.002717807,0,0,P2 Q1,G,P2
454,Q15,56,48,274.1497,1,1,2.092717807,0,0,P2 Q1,G,P2
452,Q15,56,49,63.39885,0,1,0.002328331,0,0,P2 Q1,G,P2
457,Q15,56,50,54.8424,1,1,1.672328331,0,0,P2 Q1,G,P2
456,Q15,56,51,20.4424,1,1,1.737282193,0,0,P2 Q1,G,P2
455,Q15,56,52,208.0696196,1,1,0,0,0,P2 Q1,G,P2
453,Q15,56,53,164.40795,1,1,0.027671669,0,0,P2 Q1,G,P2
458,Q15,56,54,78.6789,1,1,0.187282193,0,0,P2 Q1,G,P2
462,Q16,30,25,67.40803795,1,1,36.1188496,0,0,P2 Q2,G,P2
464,Q16,31,25,110.9712251,1,2,37.12058318,0,0,P2 Q2,G,P2
469,Q16,34,25,271.579269,1,5,34.29161914,0,0,P2 Q2,G,P2
461,Q16,30,26,0.25,0,1,0.586266751,1,1,P2 Q2,G,P2
463,Q16,30,27,0.25,1,1,22.05258318,0,1,P2 Q2,G,P2
465,Q16,31,28,2.732458038,1,1,33.19471055,0,0,P2 Q2,G,P2
466,Q16,34,28,24.43854107,1,4,31.03940429,0,0,P2 Q2,G,P2
468,Q16,34,29,2.561239258,1,1,19.59885425,0,0,P2 Q2,G,P2
467,Q16,34,30,63.26057526,1,1,-1.29E-08,1,0,P2 Q2,G,P2
472,Q16,34,31,46.24189806,1,1,0.184381576,1,0,P2 Q2,G,P2
470,Q16,34,32,0.25,0,1,28.41718084,0,0,P2 Q2,G,P2
471,Q16,34,33,0.25,0,1,21.42895427,0,0,P2 Q2,G,P2
483,Q16,56,79,0.248328261,0,1,18.71636988,0,0,P2 Q2,G,P2
476,Q16,56,80,0.70230956,0,1,34.01444884,0,0,P2 Q2,G,P2
473,Q16,56,81,1.401466428,1,1,0.008104244,1,0,P2 Q2,G,P2
474,Q16,56,82,18.7592255,1,1,-2.44E-08,0,0,P2 Q2,G,P2
481,Q16,56,83,85.7159813,1,1,-8.04E-09,0,0,P2 Q2,G,P2
479,Q16,56,84,40.95928419,0,1,-8.04E-09,0,0,P2 Q2,G,P2
484,Q16,56,85,771.4124283,1,1,0.017955008,0,0,P2 Q2,G,P2
480,Q16,56,86,920.6888186,1,1,21.06234726,0,0,P2 Q2,G,P2
478,Q16,56,87,198.7265501,1,1,0.101333179,0,0,P2 Q2,G,P2
475,Q16,56,88,131.5217968,1,1,16.51224803,0,0,P2 Q2,G,P2
477,Q16,56,89,230.211927,1,1,1.69E-08,0,0,P2 Q2,G,P2
482,Q16,56,90,0.25,0,1,17.7566027,0,1,P2 Q2,G,P2
486,Q17,30,28,451.8436779,1,1,4.44171365,0,0,P2 Q3,G,P2
493,Q17,31,28,431.5313843,1,2,0.66440425,0,0,P2 Q3,G,P2
494,Q17,34,28,695.9428749,1,5,-4.62E-09,0,0,P2 Q3,G,P2
487,Q17,30,29,17.70338205,1,1,39.08101445,0,0,P2 Q3,G,P2
490,Q17,31,29,15.8702904,1,2,39.0162277,0,0,P2 Q3,G,P2
495,Q17,34,29,30.45392484,1,5,37.17780739,0,0,P2 Q3,G,P2
489,Q17,30,30,99.18690796,1,1,23.23118945,0,0,P2 Q3,G,P2
491,Q17,31,30,103.0654613,1,2,23.96915585,0,0,P2 Q3,G,P2
499,Q17,34,30,91.36832952,1,5,24.53992695,0,0,P2 Q3,G,P2
485,Q17,30,31,10.91542261,1,1,15.44384725,0,0,P2 Q3,G,P2
492,Q17,31,31,23.79602494,1,2,15.1585871,0,0,P2 Q3,G,P2
498,Q17,34,31,85.53937655,1,5,11.52005428,0,0,P2 Q3,G,P2
488,Q17,30,32,4.335199844,0,1,22.639791,0,0,P2 Q3,G,P2
497,Q17,34,33,7.797035504,1,1,-4.62E-09,1,0,P2 Q3,G,P2
496,Q17,34,34,5.998459182,0,1,-4.62E-09,1,0,P2 Q3,G,P2
510,Q17,56,56,0.729866483,0,1,12.26287224,0,0,P2 Q3,G,P2
504,Q17,56,57,0.442096732,0,1,-2.00E-08,1,0,P2 Q3,G,P2
505,Q17,56,58,0.698673274,0,1,21.17342692,0,0,P2 Q3,G,P2
501,Q17,56,59,1.004523974,1,1,9.518638619,0,0,P2 Q3,G,P2
506,Q17,56,60,268.3147471,0,1,17.71687299,0,0,P2 Q3,G,P2
509,Q17,56,61,22.63178867,1,1,3.643327676,0,0,P2 Q3,G,P2
500,Q17,56,62,84.73842511,1,1,1.05E-08,0,0,P2 Q3,G,P2
512,Q17,56,63,134.0198198,1,1,1.922584727,0,0,P2 Q3,G,P2
502,Q17,56,64,487.5628724,1,1,1.441523798,0,0,P2 Q3,G,P2
514,Q17,56,65,8.246078942,0,1,28.86608082,0,0,P2 Q3,G,P2
507,Q17,56,66,404.3484344,1,1,0.1738222,0,0,P2 Q3,G,P2
503,Q17,56,67,2.109485576,0,1,7.919884743,0,0,P2 Q3,G,P2
511,Q17,56,68,0.25,0,1,9.860101916,0,0,P2 Q3,G,P2
508,Q17,56,69,0.25,0,1,8.446931602,0,0,P2 Q3,G,P2
513,Q17,56,70,0.25,0,1,0.083047219,1,1,P2 Q3,G,P2
518,Q18,30,33,133.3042309,1,1,-2.06E-08,0,0,P2 Q4,G,P2
522,Q18,31,33,149.5905752,1,2,-6.24E-09,0,0,P2 Q4,G,P2
528,Q18,34,33,0.25,0,5,16.75831442,0,0,P2 Q4,G,P2
517,Q18,30,34,75.03489526,1,1,24.11240035,0,0,P2 Q4,G,P2
520,Q18,31,34,107.11664,1,2,29.20218941,0,0,P2 Q4,G,P2
526,Q18,34,34,14.31522005,1,5,28.49344257,0,0,P2 Q4,G,P2
516,Q18,30,35,6.485469289,1,1,21.86685582,0,0,P2 Q4,G,P2
521,Q18,31,35,13.13199247,1,2,18.58458944,0,0,P2 Q4,G,P2
523,Q18,34,35,11.63052708,1,5,16.61386756,0,0,P2 Q4,G,P2
515,Q18,30,36,17.88966131,1,1,5.57E-09,1,0,P2 Q4,G,P2
519,Q18,31,36,1.689671401,0,2,0.095933947,1,0,P2 Q4,G,P2
525,Q18,34,37,2.926686552,1,1,22.54879413,0,0,P2 Q4,G,P2
530,Q18,34,38,2.415499107,1,1,28.12170817,0,0,P2 Q4,G,P2
527,Q18,34,39,12.44317829,1,1,11.09657849,0,0,P2 Q4,G,P2
529,Q18,34,40,0.25,0,1,23.64852615,0,0,P2 Q4,G,P2
531,Q18,34,41,0.25,0,1,10.8696441,0,0,P2 Q4,G,P2
524,Q18,34,42,0.25,0,1,28.61019803,0,0,P2 Q4,G,P2
538,Q18,56,67,0.291245122,0,1,9.861264425,0,0,P2 Q4,G,P2
539,Q18,56,68,47.01044401,1,1,-1.33E-08,0,0,P2 Q4,G,P2
540,Q18,56,69,301.4664135,1,1,0.223730808,0,0,P2 Q4,G,P2
541,Q18,56,70,78.92929932,1,1,5.011411268,0,0,P2 Q4,G,P2
537,Q18,56,71,380.4212347,1,1,-2.16E-08,0,0,P2 Q4,G,P2
533,Q18,56,72,40.69851792,0,1,1.90E-08,1,0,P2 Q4,G,P2
536,Q18,56,73,448.8910623,1,1,8.301367548,0,0,P2 Q4,G,P2
535,Q18,56,74,197.7066929,1,1,12.84889645,0,0,P2 Q4,G,P2
532,Q18,56,75,70.07153086,1,1,3.942012054,0,0,P2 Q4,G,P2
534,Q18,56,76,12.90340484,1,1,1.07E-08,1,0,P2 Q4,G,P2
542,Q19,26,37,0.594816731,0,4,17.99537924,0,0,P7 E1 Q1,UG,P7E1
546,Q19,26,40,4.705622916,0,4,3.902580055,0,0,P7 E1 Q1,UG,P7E1
544,Q19,26,41,5.907641999,0,4,12.38348319,0,0,P7 E1 Q1,UG,P7E1
545,Q19,26,42,11.80712118,0,4,26.50553318,0,0,P7 E1 Q1,UG,P7E1
543,Q19,26,44,2.16939627,0,1,8.095218312,0,0,P7 E1 Q1,UG,P7E1
547,Q19,29,45,0.25,0,3,6.650437069,0,0,P7 E1 Q1,UG,P7E1
549,Q19,33,46,0.25,1,1,16.45068864,0,0,P7 E1 Q1,UG,P7E1
552,Q19,34,46,0.25,0,2,15.7315902,0,0,P7 E1 Q1,UG,P7E1
550,Q19,33,47,0.25,1,1,22.5145988,0,0,P7 E1 Q1,UG,P7E1
551,Q19,34,47,0.25,0,2,21.42214021,0,0,P7 E1 Q1,UG,P7E1
548,Q19,33,48,0.25,0,1,25.53670662,0,0,P7 E1 Q1,UG,P7E1
553,Q19,35,49,42.43218802,1,1,27.603191,0,0,P7 E1 Q1,UG,P7E1
555,Q19,36,49,49.77339536,1,2,27.0011535,0,0,P7 E1 Q1,UG,P7E1
562,Q19,37,49,91.70551317,1,3,26.5193652,0,0,P7 E1 Q1,UG,P7E1
565,Q19,38,49,125.6342938,1,4,25.2073402,0,0,P7 E1 Q1,UG,P7E1
577,Q19,39,49,112.1275894,1,5,24.78892695,0,0,P7 E1 Q1,UG,P7E1
581,Q19,40,49,173.538896,1,6,22.59612695,0,0,P7 E1 Q1,UG,P7E1
586,Q19,41,49,288.1165064,1,7,20.22560817,0,0,P7 E1 Q1,UG,P7E1
590,Q19,45,49,880.1107571,1,11,9.341146449,0,0,P7 E1 Q1,UG,P7E1
597,Q19,46,49,609.0062275,1,12,8.427977687,0,0,P7 E1 Q1,UG,P7E1
605,Q19,49,49,399.1747672,1,15,7.056193314,0,0,P7 E1 Q1,UG,P7E1
608,Q19,50,49,577.8626741,1,16,6.428251901,0,0,P7 E1 Q1,UG,P7E1
609,Q19,51,49,500.8926265,1,17,3.828291749,0,0,P7 E1 Q1,UG,P7E1
611,Q19,54,49,676.3075998,1,20,-1.07E-08,0,0,P7 E1 Q1,UG,P7E1
618,Q19,55,49,850.4030234,1,21,-2.65E-09,0,0,P7 E1 Q1,UG,P7E1
554,Q19,35,50,0.25,0,1,31.47630584,0,0,P7 E1 Q1,UG,P7E1
556,Q19,36,51,0.25,0,1,12.28649645,0,1,P7 E1 Q1,UG,P7E1
560,Q19,37,52,0.25,1,1,13.08366129,0,1,P7 E1 Q1,UG,P7E1
572,Q19,38,52,3.027064551,1,2,12.38601129,0,0,P7 E1 Q1,UG,P7E1
576,Q19,39,52,0.25,1,3,13.83919958,0,0,P7 E1 Q1,UG,P7E1
582,Q19,40,52,0.25,1,4,13.20031208,0,0,P7 E1 Q1,UG,P7E1
585,Q19,41,52,5.392588376,1,5,12.30200816,0,0,P7 E1 Q1,UG,P7E1
559,Q19,37,53,0.25,0,1,20.11256052,0,1,P7 E1 Q1,UG,P7E1
563,Q19,37,54,0.25,0,1,16.63913864,0,1,P7 E1 Q1,UG,P7E1
561,Q19,37,55,0.25,0,1,9.75882301,0,1,P7 E1 Q1,UG,P7E1
557,Q19,37,56,0.25,1,1,27.2867199,0,1,P7 E1 Q1,UG,P7E1
564,Q19,38,56,0.25,1,2,26.97552615,0,0,P7 E1 Q1,UG,P7E1
578,Q19,39,56,0.25,0,3,28.05586912,0,0,P7 E1 Q1,UG,P7E1
558,Q19,37,57,0.25,0,1,26.33634646,0,1,P7 E1 Q1,UG,P7E1
570,Q19,38,58,0.25,0,1,23.4994738,0,1,P7 E1 Q1,UG,P7E1
569,Q19,38,59,0.25,0,1,25.53377771,0,1,P7 E1 Q1,UG,P7E1
567,Q19,38,60,0.25,0,1,2.145526128,1,1,P7 E1 Q1,UG,P7E1
571,Q19,38,61,0.25,1,1,1.815060502,1,1,P7 E1 Q1,UG,P7E1
579,Q19,39,61,0.25,1,2,2.696869097,1,0,P7 E1 Q1,UG,P7E1
580,Q19,40,61,0.25,0,3,4.015088629,1,0,P7 E1 Q1,UG,P7E1
574,Q19,38,62,0.25,0,1,2.153522221,1,1,P7 E1 Q1,UG,P7E1
573,Q19,38,63,0.25,0,1,12.24755973,0,1,P7 E1 Q1,UG,P7E1
575,Q19,38,64,0.25,0,1,30.73927225,0,1,P7 E1 Q1,UG,P7E1
568,Q19,38,65,0.25,0,1,6.078026131,0,1,P7 E1 Q1,UG,P7E1
566,Q19,38,66,0.25,0,1,0.119940188,1,1,P7 E1 Q1,UG,P7E1
589,Q19,41,67,0.25,1,1,0.440923782,1,1,P7 E1 Q1,UG,P7E1
588,Q19,41,68,0.25,1,1,7.374879257,0,1,P7 E1 Q1,UG,P7E1
596,Q19,45,68,27.12078696,1,5,5.058531601,0,0,P7 E1 Q1,UG,P7E1
598,Q19,46,68,29.08859988,1,6,5.584783961,0,0,P7 E1 Q1,UG,P7E1
604,Q19,49,68,23.66310888,1,9,4.73848315,0,0,P7 E1 Q1,UG,P7E1
606,Q19,50,68,67.15664314,1,10,2.839522982,0,0,P7 E1 Q1,UG,P7E1
610,Q19,51,68,88.91130111,1,11,2.756997985,0,0,P7 E1 Q1,UG,P7E1
614,Q19,54,68,117.1490205,1,14,4.15909017,0,0,P7 E1 Q1,UG,P7E1
617,Q19,55,68,201.362177,1,15,0.15451988,0,0,P7 E1 Q1,UG,P7E1
587,Q19,41,69,0.25,0,1,21.91572224,0,1,P7 E1 Q1,UG,P7E1
583,Q19,41,70,0.25,0,1,32.24178866,0,1,P7 E1 Q1,UG,P7E1
584,Q19,41,71,0.25,0,1,33.08228944,0,1,P7 E1 Q1,UG,P7E1
594,Q19,45,75,0.25,0,1,23.74545896,0,1,P7 E1 Q1,UG,P7E1
592,Q19,45,76,0.25,0,1,1.699626127,1,1,P7 E1 Q1,UG,P7E1
591,Q19,45,77,0.25,0,1,22.62001833,0,1,P7 E1 Q1,UG,P7E1
593,Q19,45,78,0.25,0,1,3.736325348,1,1,P7 E1 Q1,UG,P7E1
595,Q19,45,79,0.25,0,1,10.06186832,0,1,P7 E1 Q1,UG,P7E1
599,Q19,46,80,0.25,0,1,7.900878477,0,1,P7 E1 Q1,UG,P7E1
601,Q19,46,81,0.25,0,1,7.889034727,0,1,P7 E1 Q1,UG,P7E1
602,Q19,46,82,0.25,0,1,25.80952849,0,1,P7 E1 Q1,UG,P7E1
600,Q19,46,83,0.25,0,1,26.09213318,0,0,P7 E1 Q1,UG,P7E1
603,Q19,46,84,0.25,0,1,18.81107146,0,0,P7 E1 Q1,UG,P7E1
607,Q19,50,85,0.25,0,1,22.20439958,0,1,P7 E1 Q1,UG,P7E1
613,Q19,54,115,0.25,1,3,8.615240977,0,0,P7 E1 Q1,UG,P7E1
615,Q19,54,117,183.7782561,1,1,0.249125364,0,0,P7 E1 Q1,UG,P7E1
616,Q19,55,117,173.6620259,1,2,-1.60E-08,0,0,P7 E1 Q1,UG,P7E1
612,Q19,54,118,0.25,0,1,22.0479113,0,0,P7 E1 Q1,UG,P7E1
624,Q19,55,119,0.25,0,1,28.69896287,0,1,P7 E1 Q1,UG,P7E1
623,Q19,55,120,0.25,0,1,26.3192449,0,1,P7 E1 Q1,UG,P7E1
621,Q19,55,121,0.25,0,1,39.07018319,0,1,P7 E1 Q1,UG,P7E1
620,Q19,55,122,0.25,0,1,38.01476288,0,1,P7 E1 Q1,UG,P7E1
619,Q19,55,123,0.25,0,1,35.47581756,0,1,P7 E1 Q1,UG,P7E1
622,Q19,55,124,0.25,0,1,5.798801131,0,1,P7 E1 Q1,UG,P7E1
625,Q2,32,44,95.94018449,1,1,10.37620897,0,0,E1 Q2,UG,E1
631,Q2,33,44,63.7246199,1,2,10.88669722,0,0,E1 Q2,UG,E1
637,Q2,34,44,24.5403107,1,3,10.41565191,0,0,E1 Q2,UG,E1
646,Q2,35,44,68.00645377,1,4,7.688608943,0,0,E1 Q2,UG,E1
675,Q2,36,44,75.24499788,1,5,6.1426277,0,0,E1 Q2,UG,E1
685,Q2,37,44,102.4932088,1,6,4.731355804,0,0,E1 Q2,UG,E1
713,Q2,38,44,78.42863914,1,7,8.58622065,0,0,E1 Q2,UG,E1
718,Q2,39,44,66.80758515,1,8,7.09991285,0,0,E1 Q2,UG,E1
731,Q2,40,44,61.14161528,1,9,8.020655059,0,0,E1 Q2,UG,E1
735,Q2,41,44,37.86806166,1,10,7.6525277,0,0,E1 Q2,UG,E1
744,Q2,45,44,82.59771453,1,14,8.341388654,0,0,E1 Q2,UG,E1
747,Q2,46,44,41.62721375,1,15,16.16259255,0,0,E1 Q2,UG,E1
753,Q2,49,44,75.2718576,1,18,8.223490217,0,0,E1 Q2,UG,E1
754,Q2,50,44,50.42316879,1,19,9.76704725,0,0,E1 Q2,UG,E1
761,Q2,51,44,100.8563374,1,20,5.6660441,0,0,E1 Q2,UG,E1
627,Q2,32,45,215.3926881,1,1,6.94E-09,0,0,E1 Q2,UG,E1
629,Q2,33,45,186.4506067,1,2,-2.34E-08,0,0,E1 Q2,UG,E1
639,Q2,34,45,26.92607496,0,3,1.812788637,0,0,E1 Q2,UG,E1
626,Q2,32,46,45.56429011,1,1,31.35208086,0,0,E1 Q2,UG,E1
630,Q2,33,46,49.11744224,1,2,27.44956285,0,0,E1 Q2,UG,E1
654,Q2,35,46,91.29302568,1,4,30.30860351,0,0,E1 Q2,UG,E1
680,Q2,36,46,51.05614865,1,5,31.51847225,0,0,E1 Q2,UG,E1
687,Q2,37,46,76.24788958,1,6,31.66602225,0,0,E1 Q2,UG,E1
714,Q2,38,46,71.51602999,1,7,29.4191613,0,0,E1 Q2,UG,E1
